croc,overall_rarity,a1,a2,a3,a4,a5,a6,a7,a8,a9,a1_rarity,a2_rarity,a3_rarity,a4_rarity,a5_rarity,a6_rarity,a7_rarity,a8_rarity,a9_rarity
216,280434962.882745,0,24,0,46,6,8,4,0,31,85.734,1.305,57.763,1.451,6.436,2.779,11.352,90.92,1.62
217,76237737.3139762,0,35,0,4,24,51,2,0,27,85.734,2.802,57.763,1.44,5.142,1.406,3.184,90.92,1.823
218,574207664.632448,0,4,0,25,11,17,4,0,1,85.734,2.599,57.763,2.869,1.969,1.508,11.352,90.92,5.074
219,9615918.13867275,1,40,0,2,23,10,1,0,8,1.958,0.529,57.763,4.242,2.059,2.734,18.126,90.92,4.084
220,411555.855853509,3,3,0,13,13,48,5,2,25,1.564,0.979,57.763,3.105,6.503,0.99,14.75,6.019,2.622
221,232027513.305107,0,14,0,46,31,15,5,0,24,85.734,2.667,57.763,1.451,2.183,2.588,14.75,90.92,1.598
222,640786556.41683,0,29,0,37,29,22,1,0,10,85.734,1.688,57.763,1.181,3.319,2.768,18.126,90.92,4.287
223,70753028.9881523,0,40,0,11,35,40,9,0,1,85.734,0.529,57.763,1.62,4.32,1.845,4.534,90.92,5.074
224,793184468.848101,0,0,5,7,18,15,5,0,4,85.734,32.673,1.778,3.24,3.33,2.588,14.75,90.92,4.253
225,2806079438.95824,0,0,0,52,9,0,3,0,12,85.734,32.673,57.763,1.125,2.847,2.667,4.748,90.92,4.703
226,178445464.521754,0,3,0,1,17,7,1,0,25,85.734,0.979,57.763,1.958,2.16,2.014,18.126,90.92,2.622
227,111845249.306037,0,0,17,44,15,66,13,0,25,85.734,32.673,1.856,0.934,3.792,2.318,10.992,90.92,2.622
228,1544320.25697754,14,14,19,29,29,26,1,0,11,1.868,2.667,4.388,3.589,3.319,0.833,18.126,90.92,4.32
229,135484431.753521,0,7,0,47,2,64,19,0,10,85.734,1.598,57.763,2.892,1.8,2.351,3.589,90.92,4.287
230,143443944.088922,0,2,0,5,32,50,5,0,24,85.734,1.778,57.763,3.555,1.159,1.845,14.75,90.92,1.598
231,925070583.151417,0,0,10,2,33,62,7,0,9,85.734,32.673,1.879,4.242,3.544,2.655,11.037,90.92,4.388
232,1286772.1590425,1,4,26,43,7,32,13,0,9,1.958,2.599,1.89,2.475,4.197,2.937,10.992,90.92,4.388
233,7.53694125015366,0,44,4,53,3,81,7,8,43,85.734,0.405,1.89,0.203,4.32,0.068,11.037,0.574,0.304
234,2177775497.8004,0,0,0,29,2,24,10,0,4,85.734,32.673,57.763,3.589,1.8,1.384,3.893,90.92,4.253
235,75273373.9263699,0,43,0,0,8,47,12,2,6,85.734,1.328,57.763,20.545,5.052,2.059,2.543,6.019,3.499
236,54088344.504086,0,20,0,0,29,0,3,2,20,85.734,0.934,57.763,20.545,3.319,2.667,4.748,6.019,2.25
237,13535788.6689188,0,27,0,50,15,50,10,0,23,85.734,0.81,57.763,1.091,3.792,1.845,3.893,90.92,1.249
238,102431880.679926,19,0,0,28,35,12,5,0,3,0.776,32.673,57.763,1.564,4.32,1.485,14.75,90.92,5.198
239,309322057.6075,0,6,0,9,2,44,7,0,7,85.734,2.261,57.763,1.294,1.8,2.757,11.037,90.92,4.287
240,22989370.950666,0,4,16,33,7,18,11,0,3,85.734,2.599,1.553,3.364,4.197,2.329,4.275,90.92,5.198
241,165837.043008917,19,0,23,21,22,12,11,0,7,0.776,32.673,1.26,1.26,1.665,1.485,4.275,90.92,4.287
242,679051787.391971,0,0,4,43,3,17,1,0,2,85.734,32.673,1.89,2.475,4.32,1.508,18.126,90.92,4.827
243,2550191069.08912,0,38,0,6,8,10,5,0,11,85.734,1.845,57.763,3.488,5.052,2.734,14.75,90.92,4.32
244,2957877.22950359,0,19,19,50,37,64,1,2,10,85.734,1.879,4.388,1.091,3.488,2.351,18.126,6.019,4.287
245,833544574.291738,0,41,0,48,9,61,1,0,2,85.734,3.297,57.763,1.26,2.847,1.789,18.126,90.92,4.827
246,177740538.874348,0,14,10,0,25,46,19,0,3,85.734,2.667,1.879,20.545,4.433,2.678,3.589,90.92,5.198
247,1178907.6193452,9,0,2,5,1,14,10,0,8,0.945,32.673,1.564,3.555,3.105,1.53,3.893,90.92,4.084
248,289.54706796873,20,6,5,15,45,2,4,2,8,0.281,2.261,1.778,0.675,0.945,1.44,11.352,6.019,4.084
249,61136278.6526856,0,22,0,27,6,23,4,0,26,85.734,2.532,57.763,0.484,6.436,0.923,11.352,90.92,1.643
250,34848491.7701115,0,5,0,35,5,10,9,0,11,85.734,1.271,57.763,1.136,1.001,2.734,4.534,90.92,4.32
251,331075947.427535,0,27,0,23,37,38,1,0,11,85.734,0.81,57.763,3.938,3.488,0.844,18.126,90.92,4.32
252,421949868.800713,0,14,0,2,2,47,7,0,28,85.734,2.667,57.763,4.242,1.8,2.059,11.037,90.92,2.025
253,561833750.471045,0,12,0,12,33,65,1,0,20,85.734,2.171,57.763,2.104,3.544,1.89,18.126,90.92,2.25
254,478281214.079471,0,0,26,42,29,2,1,0,11,85.734,32.673,1.89,2.655,3.319,1.44,18.126,90.92,4.32
255,97016233353.8284,0,0,0,0,8,4,4,0,4,85.734,32.673,57.763,20.545,5.052,1.316,11.352,90.92,4.253
256,5554779652.75547,0,12,0,33,13,44,1,0,3,85.734,2.171,57.763,3.364,6.503,2.757,18.126,90.92,5.198
257,34384860.074766,0,40,0,21,3,19,4,0,2,85.734,0.529,57.763,1.26,4.32,0.484,11.352,90.92,4.827
258,1049884856.33479,0,22,0,33,37,26,1,0,3,85.734,2.532,57.763,3.364,3.488,0.833,18.126,90.92,5.198
259,374464.738432882,14,0,18,46,16,44,9,0,22,1.868,32.673,1.373,1.451,1.991,2.757,4.534,90.92,1.361
260,1155073416.01838,0,2,0,23,7,50,7,0,10,85.734,1.778,57.763,3.938,4.197,1.845,11.037,90.92,4.287
261,18852206.8496027,9,36,0,23,13,47,1,0,26,0.945,2.419,57.763,3.938,6.503,2.059,18.126,90.92,1.643
262,4855367.78528168,0,30,25,10,31,12,13,0,14,85.734,2.509,1.834,1.845,2.183,1.485,10.992,90.92,2.059
263,148855069.308273,0,0,22,23,28,17,5,0,9,85.734,32.673,1.024,3.938,1.485,1.508,14.75,90.92,4.388
264,1030792886.62044,0,20,0,0,28,17,7,0,2,85.734,0.934,57.763,20.545,1.485,1.508,11.037,90.92,4.827
265,7250588.28906319,0,33,0,5,34,30,7,0,29,85.734,1.508,57.763,3.555,0.259,2.667,11.037,90.92,0.394
266,1159692974.74996,0,25,0,7,15,45,4,0,1,85.734,1.519,57.763,3.24,3.792,2.396,11.352,90.92,5.074
267,15795517799.2388,0,0,0,13,8,9,1,0,14,85.734,32.673,57.763,3.105,5.052,1.834,18.126,90.92,2.059
268,589490883.403392,0,8,0,12,30,10,7,0,1,85.734,2.216,57.763,2.104,1.834,2.734,11.037,90.92,5.074
269,6382450.83212518,0,29,25,47,37,44,14,0,5,85.734,1.688,1.834,2.892,3.488,2.757,2.003,90.92,4.748
270,72461884.2327932,0,4,0,47,9,23,10,0,35,85.734,2.599,57.763,2.892,2.847,0.923,3.893,90.92,2.093
271,5636.69234867393,11,1,13,12,17,20,5,0,15,0.338,2.903,0.304,2.104,2.16,1.631,14.75,90.92,1.901
272,54270938.166116,0,22,25,7,6,18,5,0,35,85.734,2.532,1.834,3.24,6.436,2.329,14.75,90.92,2.093
273,521691947.392374,0,0,14,12,4,46,5,0,12,85.734,32.673,2.025,2.104,2.588,2.678,14.75,90.92,4.703
274,10292357583.2066,0,36,0,0,8,3,1,0,4,85.734,2.419,57.763,20.545,5.052,1.181,18.126,90.92,4.253
275,6309020835.01916,0,0,11,0,18,30,1,0,8,85.734,32.673,1.834,20.545,3.33,2.667,18.126,90.92,4.084
276,16022131.317965,0,2,19,5,32,22,7,0,35,85.734,1.778,4.388,3.555,1.159,2.768,11.037,90.92,2.093
277,8045765.42905066,0,41,0,6,33,7,3,6,5,85.734,3.297,57.763,3.488,3.544,2.014,4.748,0.878,4.748
278,125660158.591615,0,42,3,0,3,3,7,0,11,85.734,1.575,2.048,20.545,4.32,1.181,11.037,90.92,4.32
279,75596197.6523241,0,0,7,42,15,27,9,0,26,85.734,32.673,1.823,2.655,3.792,2.171,4.534,90.92,1.643
280,638003772.888475,0,10,0,42,6,22,5,0,24,85.734,1.271,57.763,2.655,6.436,2.768,14.75,90.92,1.598
281,1718379557.76228,0,0,17,0,22,50,4,0,1,85.734,32.673,1.856,20.545,1.665,1.845,11.352,90.92,5.074
282,123835692.85421,0,9,0,22,6,15,4,0,20,85.734,0.653,57.763,0.99,6.436,2.588,11.352,90.92,2.25
283,370621781.348397,0,0,8,13,6,32,9,0,8,85.734,32.673,1.339,3.105,6.436,2.937,4.534,90.92,4.084
284,9033864.12820111,1,16,0,33,37,50,5,0,12,1.958,0.585,57.763,3.364,3.488,1.845,14.75,90.92,4.703
285,9906218.53082828,0,0,2,47,22,32,4,2,17,85.734,32.673,1.564,2.892,1.665,2.937,11.352,6.019,2.34
286,17034545.5225978,0,0,27,23,3,11,14,0,11,85.734,32.673,1.035,3.938,4.32,0.439,2.003,90.92,4.32
287,1549496.41859557,20,41,0,51,33,45,4,0,25,0.281,3.297,57.763,1.26,3.544,2.396,11.352,90.92,2.622
288,41188631.3825788,0,0,22,10,21,8,7,0,36,85.734,32.673,1.024,1.845,2.408,2.779,11.037,90.92,1.159
289,123579684.109848,0,29,0,25,6,27,14,0,28,85.734,1.688,57.763,2.869,6.436,2.171,2.003,90.92,2.025
290,70852196328.2526,0,0,0,0,23,65,5,0,8,85.734,32.673,57.763,20.545,2.059,1.89,14.75,90.92,4.084
291,277856537.625999,0,37,0,12,22,61,5,0,5,85.734,1.406,57.763,2.104,1.665,1.789,14.75,90.92,4.748
292,3232968118.77173,0,19,0,0,23,2,5,0,4,85.734,1.879,57.763,20.545,2.059,1.44,14.75,90.92,4.253
293,2501248529.92283,0,30,0,0,35,45,14,0,3,85.734,2.509,57.763,20.545,4.32,2.396,2.003,90.92,5.198
294,160647455.962844,0,0,18,13,37,44,19,0,10,85.734,32.673,1.373,3.105,3.488,2.757,3.589,90.92,4.287
295,23480503.6027725,0,41,0,22,16,27,6,0,35,85.734,3.297,57.763,0.99,1.991,2.171,1.766,90.92,2.093
296,4576459795.21934,0,0,0,47,9,22,2,0,10,85.734,32.673,57.763,2.892,2.847,2.768,3.184,90.92,4.287
297,593.27670029183,13,44,26,57,4,7,4,0,46,0.203,0.405,1.89,0.371,2.588,2.014,11.352,90.92,1.913
298,153560317.837191,0,6,0,5,11,53,1,0,16,85.734,2.261,57.763,3.555,1.969,0.911,18.126,90.92,1.305
299,58035851.9599059,3,6,0,0,15,5,3,0,1,1.564,2.261,57.763,20.545,3.792,1.665,4.748,90.92,5.074
300,493820489.490092,0,0,19,29,13,47,4,0,49,85.734,32.673,4.388,3.589,6.503,2.059,11.352,90.92,0.81
301,5388402.58014298,0,30,8,10,4,35,5,0,18,85.734,2.509,1.339,1.845,2.588,1.564,14.75,90.92,1.868
302,8806717.73882582,3,2,0,5,7,46,13,0,32,1.564,1.778,57.763,3.555,4.197,2.678,10.992,90.92,1.373
303,0.037637182022658,7,13,9,53,33,84,13,8,47,0.608,0.473,0.945,0.203,3.544,0.113,10.992,0.574,0.27
304,405804843.856283,0,35,0,16,8,45,3,0,1,85.734,2.802,57.763,1.103,5.052,2.396,4.748,90.92,5.074
305,5703487819.94643,0,30,0,0,6,40,4,0,27,85.734,2.509,57.763,20.545,6.436,1.845,11.352,90.92,1.823
306,21604162697.7847,0,0,0,6,4,44,4,0,3,85.734,32.673,57.763,3.488,2.588,2.757,11.352,90.92,5.198
307,124588217.109184,0,15,0,11,17,42,5,0,27,85.734,1.654,57.763,1.62,2.16,1.778,14.75,90.92,1.823
308,3587138.98791103,0,43,2,3,6,15,3,0,8,85.734,1.328,1.564,0.686,6.436,2.588,4.748,90.92,4.084
309,28613550.104332,0,36,17,23,18,15,3,0,1,85.734,2.419,1.856,3.938,3.33,2.588,4.748,90.92,5.074
310,597030130.436606,0,0,11,22,13,18,1,0,12,85.734,32.673,1.834,0.99,6.503,2.329,18.126,90.92,4.703
311,701043186.990497,0,8,0,2,12,18,13,0,28,85.734,2.216,57.763,4.242,3.195,2.329,10.992,90.92,2.025
312,2333278588.22842,0,0,0,44,29,22,10,0,5,85.734,32.673,57.763,0.934,3.319,2.768,3.893,90.92,4.748
313,160436146.706743,0,0,21,1,9,42,7,0,2,85.734,32.673,1.193,1.958,2.847,1.778,11.037,90.92,4.827
314,773764455.679331,0,10,0,13,29,47,5,0,11,85.734,1.271,57.763,3.105,3.319,2.059,14.75,90.92,4.32
315,238334.859893765,15,27,19,11,3,34,1,0,16,1.868,0.81,4.388,1.62,4.32,2.385,18.126,90.92,1.305
316,1179817285.2548,0,0,11,33,6,50,5,0,7,85.734,32.673,1.834,3.364,6.436,1.845,14.75,90.92,4.287
317,2171.18061861439,16,7,7,4,9,8,8,0,22,0.18,1.598,1.823,1.44,2.847,2.779,2.937,90.92,1.361
318,308592406.379519,0,38,0,18,37,0,1,0,4,85.734,1.845,57.763,0.518,3.488,2.667,18.126,90.92,4.253
319,10448771.5278134,0,35,20,51,35,4,1,0,5,85.734,2.802,0.776,1.26,4.32,1.316,18.126,90.92,4.748
320,3584216.83630531,0,32,3,28,6,17,5,0,33,85.734,1.238,2.048,1.564,6.436,1.508,14.75,90.92,0.81
321,2116337.87724551,15,0,4,5,29,39,7,0,46,1.868,32.673,1.89,3.555,3.319,0.81,11.037,90.92,1.913
322,332670134.652205,0,29,0,7,6,27,14,0,2,85.734,1.688,57.763,3.24,6.436,2.171,2.003,90.92,4.827
323,34337691.2678214,0,36,0,51,31,10,14,0,35,85.734,2.419,57.763,1.26,2.183,2.734,2.003,90.92,2.093
324,2456704854.29017,0,0,0,48,21,24,1,0,13,85.734,32.673,57.763,1.26,2.408,1.384,18.126,90.92,2.194
325,413888594.48361,0,0,23,23,3,25,5,0,1,85.734,32.673,1.26,3.938,4.32,1.013,14.75,90.92,5.074
326,204690098.628095,0,32,0,13,11,52,5,0,13,85.734,1.238,57.763,3.105,1.969,1.856,14.75,90.92,2.194
327,2700773562.87368,0,41,0,5,6,47,7,0,6,85.734,3.297,57.763,3.555,6.436,2.059,11.037,90.92,3.499
328,1482807469.28447,0,2,0,5,1,45,5,0,5,85.734,1.778,57.763,3.555,3.105,2.396,14.75,90.92,4.748
329,14885955141.5275,0,0,0,13,3,35,13,0,9,85.734,32.673,57.763,3.105,4.32,1.564,10.992,90.92,4.388
330,111237.042204044,11,0,10,7,17,86,12,0,14,0.338,32.673,1.879,3.24,2.16,1.609,2.543,90.92,2.059
331,8988510824.3113,0,0,14,0,13,44,7,0,7,85.734,32.673,2.025,20.545,6.503,2.757,11.037,90.92,4.287
332,2837071.88910289,1,0,15,6,21,52,13,0,7,1.958,32.673,0.664,3.488,2.408,1.856,10.992,90.92,4.287
333,96335157.150299,0,0,0,29,9,21,3,2,32,85.734,32.673,57.763,3.589,2.847,1.485,4.748,6.019,1.373
334,1407912509.92847,0,0,0,31,1,15,12,0,1,85.734,32.673,57.763,0.923,3.105,2.588,2.543,90.92,5.074
335,7248711.4680682,0,10,3,50,17,86,1,0,3,85.734,1.271,2.048,1.091,2.16,1.609,18.126,90.92,5.198
336,446814427.523303,0,0,21,0,32,32,13,0,46,85.734,32.673,1.193,20.545,1.159,2.937,10.992,90.92,1.913
337,1213500.12182231,6,28,0,12,2,38,4,0,8,0.956,1.631,57.763,2.104,1.8,0.844,11.352,90.92,4.084
338,2135455641.72235,0,34,0,0,2,23,5,0,12,85.734,2.003,57.763,20.545,1.8,0.923,14.75,90.92,4.703
339,208038507.802008,0,0,4,6,29,65,10,0,1,85.734,32.673,1.89,3.488,3.319,1.89,3.893,90.92,5.074
340,29501.5179878982,15,11,25,0,6,71,2,0,3,1.868,0.383,1.834,20.545,6.436,0.113,3.184,90.92,5.198
341,2327034290.91,0,8,0,0,24,29,13,0,6,85.734,2.216,57.763,20.545,5.142,0.574,10.992,90.92,3.499
342,119654498.221931,0,30,0,22,7,0,7,0,45,85.734,2.509,57.763,0.99,4.197,2.667,11.037,90.92,0.866
343,45071464.2203562,0,41,0,51,5,30,3,0,15,85.734,3.297,57.763,1.26,1.001,2.667,4.748,90.92,1.901
344,7887874.54546564,0,18,2,52,8,12,1,0,11,85.734,0.979,1.564,1.125,5.052,1.485,18.126,90.92,4.32
345,99094801.3293305,0,43,0,6,28,46,5,0,33,85.734,1.328,57.763,3.488,1.485,2.678,14.75,90.92,0.81
346,88699428.3261069,0,34,0,2,11,4,11,0,35,85.734,2.003,57.763,4.242,1.969,1.316,4.275,90.92,2.093
347,47248041.4783202,14,0,4,0,13,5,5,0,32,1.868,32.673,1.89,20.545,6.503,1.665,14.75,90.92,1.373
348,93598824.6838185,0,6,0,45,13,32,9,0,45,85.734,2.261,57.763,1.226,6.503,2.937,4.534,90.92,0.866
349,75981878.8154942,0,0,1,23,15,32,3,0,13,85.734,32.673,0.653,3.938,3.792,2.937,4.748,90.92,2.194
350,398807580.348393,0,22,0,29,1,7,4,0,32,85.734,2.532,57.763,3.589,3.105,2.014,11.352,90.92,1.373
351,34411430.4359443,0,36,0,7,12,32,1,2,45,85.734,2.419,57.763,3.24,3.195,2.937,18.126,6.019,0.866
352,2325159266.38224,0,0,0,31,2,5,13,0,3,85.734,32.673,57.763,0.923,1.8,1.665,10.992,90.92,5.198
353,120686616.273449,15,0,0,29,14,21,7,0,12,1.868,32.673,57.763,3.589,1.361,1.485,11.037,90.92,4.703
354,1576298278.34519,0,36,0,0,29,27,3,0,14,85.734,2.419,57.763,20.545,3.319,2.171,4.748,90.92,2.059
355,159480862.03772,0,35,0,43,25,64,1,2,8,85.734,2.802,57.763,2.475,4.433,2.351,18.126,6.019,4.084
356,72896987683.9335,0,0,0,0,24,13,1,0,26,85.734,32.673,57.763,20.545,5.142,1.575,18.126,90.92,1.643
357,234925676.114506,0,0,3,48,8,32,3,0,1,85.734,32.673,2.048,1.26,5.052,2.937,4.748,90.92,5.074
358,342.051911411535,0,23,12,18,44,19,8,0,22,85.734,0.641,0.506,0.518,0.135,0.484,2.937,90.92,1.361
359,70.2047352653987,9,15,19,11,25,3,7,5,47,0.945,1.654,4.388,1.62,4.433,1.181,11.037,0.405,0.27
360,977860734.184505,0,7,0,29,6,34,1,0,22,85.734,1.598,57.763,3.589,6.436,2.385,18.126,90.92,1.361
361,464458186.285425,0,41,0,2,9,36,5,0,26,85.734,3.297,57.763,4.242,2.847,1.069,14.75,90.92,1.643
362,783911774.790923,0,30,0,42,7,62,1,0,34,85.734,2.509,57.763,2.655,4.197,2.655,18.126,90.92,1.294
363,7679988066.08557,0,30,0,0,33,61,13,0,5,85.734,2.509,57.763,20.545,3.544,1.789,10.992,90.92,4.748
364,553408453.412269,0,0,24,21,8,44,5,0,9,85.734,32.673,1.913,1.26,5.052,2.757,14.75,90.92,4.388
365,347649601.64024,0,14,0,29,29,4,11,0,11,85.734,2.667,57.763,3.589,3.319,1.316,4.275,90.92,4.32
366,1938785.63012739,0,21,25,33,26,49,11,0,12,85.734,0.664,1.834,3.364,1.688,1.789,4.275,90.92,4.703
367,165903977.995989,0,0,7,13,2,8,13,0,35,85.734,32.673,1.823,3.105,1.8,2.779,10.992,90.92,2.093
368,474500057.38622,0,30,0,16,12,62,13,0,8,85.734,2.509,57.763,1.103,3.195,2.655,10.992,90.92,4.084
369,6602018269.95773,0,0,0,5,35,24,7,0,46,85.734,32.673,57.763,3.555,4.32,1.384,11.037,90.92,1.913
370,9278388.10609353,0,40,0,8,13,31,5,0,53,85.734,0.529,57.763,0.383,6.503,1.744,14.75,90.92,0.608
371,39035130.7509333,0,0,3,48,21,5,4,0,16,85.734,32.673,2.048,1.26,2.408,1.665,11.352,90.92,1.305
372,648386309.662411,0,13,0,0,13,11,7,0,12,85.734,0.473,57.763,20.545,6.503,0.439,11.037,90.92,4.703
373,677802641.026696,0,0,1,0,35,42,7,0,17,85.734,32.673,0.653,20.545,4.32,1.778,11.037,90.92,2.34
374,2289869.52155425,5,20,0,0,12,1,13,0,3,0.27,0.934,57.763,20.545,3.195,0.461,10.992,90.92,5.198
375,1719609.90120979,0,21,19,3,25,0,9,0,14,85.734,0.664,4.388,0.686,4.433,2.667,4.534,90.92,2.059
376,11987630.698688,0,41,0,52,22,49,10,0,50,85.734,3.297,57.763,1.125,1.665,1.789,3.893,90.92,0.619
377,91057476.9883717,0,0,26,52,1,7,5,0,27,85.734,32.673,1.89,1.125,3.105,2.014,14.75,90.92,1.823
378,335069590.207389,0,19,0,4,4,40,4,0,1,85.734,1.879,57.763,1.44,2.588,1.845,11.352,90.92,5.074
379,36046427.0794458,15,0,0,51,33,50,2,0,10,1.868,32.673,57.763,1.26,3.544,1.845,3.184,90.92,4.287
380,844459267.484847,0,12,0,33,17,14,1,0,7,85.734,2.171,57.763,3.364,2.16,1.53,18.126,90.92,4.287
381,187383013.723595,0,1,0,6,32,32,12,0,5,85.734,2.903,57.763,3.488,1.159,2.937,2.543,90.92,4.748
382,55159102.310656,0,28,0,46,17,4,19,0,1,85.734,1.631,57.763,1.451,2.16,1.316,3.589,90.92,5.074
383,11301155.4865534,4,38,0,0,28,45,10,0,9,0.934,1.845,57.763,20.545,1.485,2.396,3.893,90.92,4.388
384,485406014.69611,0,7,0,41,29,46,5,0,8,85.734,1.598,57.763,1.26,3.319,2.678,14.75,90.92,4.084
385,133114286339.136,0,0,0,0,33,44,7,0,8,85.734,32.673,57.763,20.545,3.544,2.757,11.037,90.92,4.084
386,354526704.589625,0,0,3,29,23,65,4,0,10,85.734,32.673,2.048,3.589,2.059,1.89,11.352,90.92,4.287
387,32051260.3311579,3,0,7,0,33,45,11,0,1,1.564,32.673,1.823,20.545,3.544,2.396,4.275,90.92,5.074
388,110865829.101676,0,20,0,25,28,10,13,0,14,85.734,0.934,57.763,2.869,1.485,2.734,10.992,90.92,2.059
389,86866362.5134622,0,38,19,47,8,35,5,0,8,85.734,1.845,4.388,2.892,5.052,1.564,14.75,90.92,4.084
390,72196437.5474929,3,30,0,0,1,50,4,0,25,1.564,2.509,57.763,20.545,3.105,1.845,11.352,90.92,2.622
391,158018059.134866,0,0,1,7,6,14,1,0,26,85.734,32.673,0.653,3.24,6.436,1.53,18.126,90.92,1.643
392,496116085.339626,0,35,0,33,14,15,5,0,20,85.734,2.802,57.763,3.364,1.361,2.588,14.75,90.92,2.25
393,88120607.4984143,0,24,0,37,9,29,1,0,10,85.734,1.305,57.763,1.181,2.847,0.574,18.126,90.92,4.287
394,118578927.010811,0,1,19,55,8,32,5,0,4,85.734,2.903,4.388,1.283,5.052,2.937,14.75,90.92,4.253
395,229865088.571799,0,0,14,55,8,42,5,0,25,85.734,32.673,2.025,1.283,5.052,1.778,14.75,90.92,2.622
396,4885502722.34776,0,4,0,0,3,0,7,0,24,85.734,2.599,57.763,20.545,4.32,2.667,11.037,90.92,1.598
397,387991.346865992,0,41,25,39,16,53,1,0,51,85.734,3.297,1.834,0.428,1.991,0.911,18.126,90.92,0.585
398,5200449533.19911,0,0,0,29,37,32,3,0,28,85.734,32.673,57.763,3.589,3.488,2.937,4.748,90.92,2.025
399,109327538.092298,0,3,0,2,7,47,4,0,52,85.734,0.979,57.763,4.242,4.197,2.059,11.352,90.92,0.596
400,59837172.3390757,0,8,8,0,18,30,4,0,23,85.734,2.216,1.339,20.545,3.33,2.667,11.352,90.92,1.249
401,40383663.1190752,0,5,19,33,16,17,1,0,1,85.734,1.271,4.388,3.364,1.991,1.508,18.126,90.92,5.074
402,2113510.69070801,0,0,8,46,15,34,5,1,12,85.734,32.673,1.339,1.451,3.792,2.385,14.75,0.619,4.703
403,19927090137.4617,0,1,0,0,8,44,7,0,2,85.734,2.903,57.763,20.545,5.052,2.757,11.037,90.92,4.827
404,38039.4446160149,3,44,23,7,17,51,7,0,2,1.564,0.405,1.26,3.24,2.16,1.406,11.037,90.92,4.827
405,13242441350.4532,0,12,0,0,6,24,1,0,8,85.734,2.171,57.763,20.545,6.436,1.384,18.126,90.92,4.084
406,1075199653.33482,0,0,16,0,7,34,12,0,3,85.734,32.673,1.553,20.545,4.197,2.385,2.543,90.92,5.198
407,6156530.34109884,0,54,0,15,23,43,1,0,11,85.734,0.18,57.763,0.675,2.059,0.698,18.126,90.92,4.32
408,2148034.86154057,0,17,19,44,8,50,10,0,12,85.734,0.394,4.388,0.934,5.052,1.845,3.893,90.92,4.703
409,784451012.83572,0,0,0,21,5,47,13,0,18,85.734,32.673,57.763,1.26,1.001,2.059,10.992,90.92,1.868
410,802159.222541596,0,23,0,52,23,53,9,2,9,85.734,0.641,57.763,1.125,2.059,0.911,4.534,6.019,4.388
411,42746880.2919869,0,38,0,10,5,14,19,0,1,85.734,1.845,57.763,1.845,1.001,1.53,3.589,90.92,5.074
412,211606438.140769,0,0,10,43,6,48,5,0,15,85.734,32.673,1.879,2.475,6.436,0.99,14.75,90.92,1.901
413,462950195.624864,0,26,0,6,31,10,13,0,13,85.734,2.048,57.763,3.488,2.183,2.734,10.992,90.92,2.194
414,7963325893.77385,0,8,0,0,1,62,13,0,10,85.734,2.216,57.763,20.545,3.105,2.655,10.992,90.92,4.287
415,186960751.534182,0,35,0,58,7,52,2,0,8,85.734,2.802,57.763,1.463,4.197,1.856,3.184,90.92,4.084
416,24071.47081338,3,40,19,27,21,62,9,0,3,1.564,0.529,4.388,0.484,2.408,2.655,4.534,90.92,5.198
417,4069992092.02866,0,22,0,2,13,44,7,0,4,85.734,2.532,57.763,4.242,6.503,2.757,11.037,90.92,4.253
418,350285488.162207,0,27,0,23,29,0,5,0,18,85.734,0.81,57.763,3.938,3.319,2.667,14.75,90.92,1.868
419,3334965.04811155,0,51,3,28,13,44,4,0,27,85.734,0.36,2.048,1.564,6.503,2.757,11.352,90.92,1.823
420,3595933.85807577,0,26,2,29,26,18,10,0,25,85.734,2.048,1.564,3.589,1.688,2.329,3.893,90.92,2.622
421,6387807635.34651,0,36,0,0,4,13,5,0,5,85.734,2.419,57.763,20.545,2.588,1.575,14.75,90.92,4.748
422,103992772535.458,0,0,0,0,24,63,1,0,28,85.734,32.673,57.763,20.545,5.142,1.823,18.126,90.92,2.025
423,235819893.198904,0,37,19,0,24,47,3,0,5,85.734,1.406,4.388,20.545,5.142,2.059,4.748,90.92,4.748
424,141556306.987869,0,0,11,18,25,22,7,0,11,85.734,32.673,1.834,0.518,4.433,2.768,11.037,90.92,4.32
425,517943452.207555,0,0,1,0,22,3,1,0,4,85.734,32.673,0.653,20.545,1.665,1.181,18.126,90.92,4.253
426,2723796848.54137,0,0,18,0,24,24,7,0,2,85.734,32.673,1.373,20.545,5.142,1.384,11.037,90.92,4.827
427,1920230773.10061,0,41,0,0,33,19,1,0,28,85.734,3.297,57.763,20.545,3.544,0.484,18.126,90.92,2.025
428,137090907.654095,0,26,0,35,28,30,1,0,27,85.734,2.048,57.763,1.136,1.485,2.667,18.126,90.92,1.823
429,240.424417093565,0,0,14,40,13,85,2,5,47,85.734,32.673,2.025,0.416,6.503,0.045,3.184,0.405,0.27
430,937143.895824038,0,0,27,16,6,42,5,5,10,85.734,32.673,1.035,1.103,6.436,1.778,14.75,0.405,4.287
431,276672467.66681,0,20,0,7,2,66,4,0,7,85.734,0.934,57.763,3.24,1.8,2.318,11.352,90.92,4.287
432,193585944.370686,0,4,30,0,8,10,3,0,12,85.734,2.599,1.508,20.545,5.052,2.734,4.748,90.92,4.703
433,38357511.1517903,9,0,0,50,13,62,19,0,6,0.945,32.673,57.763,1.091,6.503,2.655,3.589,90.92,3.499
