Croc,DNA,Binary DNA,A1,A2,A3,A4,A5,A6,A7,A8,A9,Attr List
5123,2598602300570271795,10010000010000000101110000011000111110000000010000000000110011,0,36,16,23,6,62,1,0,51,0 | 36 | 16 | 23 | 6 | 62 | 1 | 0 | 51
5124,3098490988277268492,10101100000000000011010010001100101000000001000000000000001100,0,43,0,13,35,40,4,0,12,0 | 43 | 0 | 13 | 35 | 40 | 4 | 0 | 12
5125,2854388591558667,1010001001000000110100100010000011010000000000001011,0,0,10,36,13,34,13,0,11,0 | 0 | 10 | 36 | 13 | 34 | 13 | 0 | 11
5126,2954361385619882002,10100100000000000000000000011100000000000000010000000000010010,0,41,0,0,7,0,1,0,18,0 | 41 | 0 | 0 | 7 | 0 | 1 | 0 | 18
5127,366486029190561801,10100010110000001010001101000010001000011000000000000001001,0,5,22,5,26,17,12,0,9,0 | 5 | 22 | 5 | 26 | 17 | 12 | 0 | 9
5128,55340232238476362249,110000000000000000000000000000010000001010000000010000001000001001,3,0,0,0,4,10,1,2,9,3 | 0 | 0 | 0 | 4 | 10 | 1 | 2 | 9
5129,18446761816253202463,10000000000000000000100000010001100000010000000110000000000011111,1,0,0,16,35,2,3,0,31,1 | 0 | 0 | 16 | 35 | 2 | 3 | 0 | 31
5130,1585284696118460442,1011000000000000100000000100000101100000000010000000000011010,0,22,0,16,8,44,1,0,26,0 | 22 | 0 | 16 | 8 | 44 | 1 | 0 | 26
5131,1441166252793135114,1010000000000000011010001001001000000000001000000000000001010,0,20,0,13,18,64,4,0,10,0 | 20 | 0 | 13 | 18 | 64 | 4 | 0 | 10
5132,16595955810310,11110001100000001100000011010000000000000110,0,0,0,15,24,12,13,0,6,0 | 0 | 0 | 15 | 24 | 12 | 13 | 0 | 6
5133,25482797187084,101110010110100101101000100110000000000001100,0,0,0,23,45,45,19,0,12,0 | 0 | 0 | 23 | 45 | 45 | 19 | 0 | 12
5134,1873520591638888461,1101000000000000101010000110101000000000001000000000000001101,0,26,0,21,13,64,4,0,13,0 | 26 | 0 | 21 | 13 | 64 | 4 | 0 | 13
5135,360288073319251972,10100000000000000000001100000000011000000010000000000000100,0,5,0,0,24,3,1,0,4,0 | 5 | 0 | 0 | 24 | 3 | 1 | 0 | 4
5136,55346143286941384715,110000000000010101000000000001010101000010000000110000000000001011,3,0,21,0,21,66,3,0,11,3 | 0 | 21 | 0 | 21 | 66 | 3 | 0 | 11
5137,2025373551099909,111001100100001000100000111000011010000000000000101,0,0,7,50,17,7,13,0,5,0 | 0 | 7 | 50 | 17 | 7 | 13 | 0 | 5
5138,2954392167885766693,10100100000000000111000000011000001110000001110000000000100101,0,41,0,28,6,14,7,0,37,0 | 41 | 0 | 28 | 6 | 14 | 7 | 0 | 37
5139,7908920467456026,11100000110010001111100001011000001010000000000011010,0,0,28,25,31,11,5,0,26,0 | 0 | 28 | 25 | 31 | 11 | 5 | 0 | 26
5140,113279888112105685025,1100010010000010011000000100000111000101110000011100000000000100001,6,36,19,2,14,46,14,0,33,6 | 36 | 19 | 2 | 14 | 46 | 14 | 0 | 33
5141,216172860161720354,1100000000000000000001001000101100000001010000000000100010,0,3,0,0,18,44,5,0,34,0 | 3 | 0 | 0 | 18 | 44 | 5 | 0 | 34
5142,2449958304832749572,10001000000000000000000001100100001010000100110000000000000100,0,34,0,0,25,10,19,0,4,0 | 34 | 0 | 0 | 25 | 10 | 19 | 0 | 4
5143,2096432267668291592,1110100011000000001100000101001000010000010010000000000001000,0,29,24,6,10,66,9,0,8,0 | 29 | 24 | 6 | 10 | 66 | 9 | 0 | 8
5144,2523478190145011729,10001100000101001100100000101101000010000010100000000000010001,0,35,5,50,11,66,10,0,17,0 | 35 | 5 | 50 | 11 | 66 | 10 | 0 | 17
5145,110685258464067256322,1100000000000010001000010000010001100101111000001110000000000000010,6,0,17,8,35,47,7,0,2,6 | 0 | 17 | 8 | 35 | 47 | 7 | 0 | 2
5146,13354144628752,11000010010101000001000011000000000000010000,0,0,0,12,37,65,12,0,16,0 | 0 | 0 | 12 | 37 | 65 | 12 | 0 | 16
5147,577305371262124034,100000000011000000000010110100101101000000010000000000000010,0,8,3,0,45,45,1,0,2,0 | 8 | 3 | 0 | 45 | 45 | 1 | 0 | 2
5148,72089588022312969,100000000000111010001100100101110000100110000000000001001,0,1,0,29,25,46,19,0,9,0 | 1 | 0 | 29 | 25 | 46 | 19 | 0 | 9
5149,1083715103922127361,111100001010001000010010010100101111000000010000001000000001,0,15,10,33,37,47,1,2,1,0 | 15 | 10 | 33 | 37 | 47 | 1 | 2 | 1
5150,2307552809941270836,10000000000110000100110000111000000001000000010000000100110100,0,32,6,19,14,1,1,1,52,0 | 32 | 6 | 19 | 14 | 1 | 1 | 1 | 52
5151,316333707571021022514,100010010011000000011000101110000011100101101000000010000010100110010,17,38,3,23,7,45,1,5,50,17 | 38 | 3 | 23 | 7 | 45 | 1 | 5 | 50
5152,1585272661536342027,1011000000000000001010001011000100111000000110000000000001011,0,22,0,5,22,39,3,0,11,0 | 22 | 0 | 5 | 22 | 39 | 3 | 0 | 11
5153,2377915057259675659,10000100000000000011010010010101010110000001000000000000001011,0,33,0,13,37,86,4,0,11,0 | 33 | 0 | 13 | 37 | 86 | 4 | 0 | 11
5154,5923211929780274,10101000010110010000100111111000000010000000000110010,0,0,21,11,33,63,1,0,50,0 | 0 | 21 | 11 | 33 | 63 | 1 | 0 | 50
5155,1590650303819284504,1011000010011001000000000011000010001000001000000000000011000,0,22,19,32,6,17,4,0,24,0 | 22 | 19 | 32 | 6 | 17 | 4 | 0 | 24
5156,2378776948496203777,10000100000011000111010000100000000111000000010000000000000001,0,33,3,29,8,7,1,0,1,0 | 33 | 3 | 29 | 8 | 7 | 1 | 0 | 1
5157,2954384463016230922,10100100000000000101010000010000100000000001000000000000001010,0,41,0,21,4,32,4,0,10,0 | 41 | 0 | 21 | 4 | 32 | 4 | 0 | 10
5158,5917636072833026,10101000001100000111100000100000010000000000000000010,0,0,21,6,15,4,8,0,2,0 | 0 | 21 | 6 | 15 | 4 | 8 | 0 | 2
5159,2092535558815154177,1110100001010001011100000000100000111000011010000000000000001,0,29,10,46,1,7,13,0,1,0 | 29 | 10 | 46 | 1 | 7 | 13 | 0 | 1
5160,1441215755847991297,1010000000000001110100001100000010100000001000000000000000001,0,20,0,58,24,20,4,0,1,0 | 20 | 0 | 58 | 24 | 20 | 4 | 0 | 1
5161,2017665479094960150,1110000000000001100000001000000101101000001100000000000010110,0,28,0,48,16,45,6,0,22,0 | 28 | 0 | 48 | 16 | 45 | 6 | 0 | 22
5162,1008808545988249140,111000000000000000100000011100010110000000100000011000110100,0,14,0,2,7,22,2,6,52,0 | 14 | 0 | 2 | 7 | 22 | 2 | 6 | 52
5163,72059892415922695,100000000000000100001011100100010000000010000001000000111,0,1,0,2,23,34,1,2,7,0 | 1 | 0 | 2 | 23 | 34 | 1 | 2 | 7
5164,203924681111403561006,10110000111000000110000000010000100000010100000001010000000000101110,11,14,6,1,8,20,5,0,46,11 | 14 | 6 | 1 | 8 | 20 | 5 | 0 | 46
5165,2738240336606068748,10011000000000001011110001010000001101000011010000000000001100,0,38,0,47,20,13,13,0,12,0 | 38 | 0 | 47 | 20 | 13 | 13 | 0 | 12
5166,350922178545068343305,100110000011000000110000001100001111100010001000000010000000000001001,19,6,6,6,31,17,1,0,9,19 | 6 | 6 | 6 | 31 | 17 | 1 | 0 | 9
5167,73936485825171030538,1000000001000010011001010100010000000101110000001100000001000001010,4,2,19,42,32,46,6,2,10,4 | 2 | 19 | 42 | 32 | 46 | 6 | 2 | 10
5168,56421101633718714892,110000111100000000000001010000000100001010000001000000001000001100,3,15,0,5,1,10,4,2,12,3 | 15 | 0 | 5 | 1 | 10 | 4 | 2 | 12
5169,1592608659371000333,1011000011010000101010010001101000000000001010000001000001101,0,22,26,21,35,64,5,2,13,0 | 22 | 26 | 21 | 35 | 64 | 5 | 2 | 13
5170,2739346407018004485,10011000000100000111010000101100100011000011010000000000000101,0,38,4,29,11,35,13,0,5,0 | 38 | 4 | 29 | 11 | 35 | 13 | 0 | 5
5171,332482183178989209647,100100000011000011110000000000000100100000010000000100000100000101111,18,6,30,0,9,2,2,8,47,18 | 6 | 30 | 0 | 9 | 2 | 2 | 8 | 47
5172,1736169559486758933,1100000011000000111010000010000000111000011100000000000010101,0,24,24,29,4,7,14,0,21,0 | 24 | 24 | 29 | 4 | 7 | 14 | 0 | 21
5173,2522018080797163522,10001100000000000000100001010100001111000001110000000000000010,0,35,0,2,21,15,7,0,2,0 | 35 | 0 | 2 | 21 | 15 | 7 | 0 | 2
5174,168542712471961075715,10010010001100000000000000000000010000000100000010100000000000000011,9,35,0,0,4,4,10,0,3,9 | 35 | 0 | 0 | 4 | 4 | 10 | 0 | 3
5175,205153374415876653066,10110001111100010011001100110001010100000011000010100000000000001010,11,31,19,51,21,3,10,0,10,11 | 31 | 19 | 51 | 21 | 3 | 10 | 0 | 10
5176,2017658826542612482,1110000000000001010100000001101000010000000010000000000000010,0,28,0,42,3,66,1,0,2,0 | 28 | 0 | 42 | 3 | 66 | 1 | 0 | 2
5177,1586705299804454926,1011000000101000111000001000000111110000100110000000000001110,0,22,5,28,16,62,19,0,14,0 | 22 | 5 | 28 | 16 | 62 | 19 | 0 | 14
5178,3141365018132494,1011001010010000111000001010000001000000000000001110,0,0,11,41,14,10,4,0,14,0 | 0 | 11 | 41 | 14 | 10 | 4 | 0 | 14
5179,1804254730638327811,1100100001010000000000001111001000000000001000000000000000011,0,25,10,0,30,64,4,0,3,0 | 25 | 10 | 0 | 30 | 64 | 4 | 0 | 3
5180,1993470533238787,111000101010000110100000111000000010000000000000011,0,0,7,21,13,7,1,0,3,0 | 0 | 7 | 21 | 13 | 7 | 1 | 0 | 3
5181,1873513967726430217,1101000000000000011110000011100000000000100010000100000001001,0,26,0,15,7,0,17,8,9,0 | 26 | 0 | 15 | 7 | 0 | 17 | 8 | 9
5182,5105157495652913,10010001000110001110100011011000011010000001000110001,0,0,18,35,29,27,13,2,49,0 | 0 | 18 | 35 | 29 | 27 | 13 | 2 | 49
5183,2089704346991525902,1110100000000000111110000100000101000000001010000000000001110,0,29,0,31,8,40,5,0,14,0 | 29 | 0 | 31 | 8 | 40 | 5 | 0 | 14
5184,289694981877989379,10000000101001101000000110100011000000011010000000000000011,0,4,5,52,13,24,13,0,3,0 | 4 | 5 | 52 | 13 | 24 | 13 | 0 | 3
5185,2670666478206058521,10010100010000000111010000001100011011000001000000000000011001,0,37,16,29,3,27,4,0,25,0 | 37 | 16 | 29 | 3 | 27 | 4 | 0 | 25
5186,32028276097050,111010010000100101010000001010000000000011010,0,0,0,29,33,42,5,0,26,0 | 0 | 0 | 29 | 33 | 42 | 5 | 0 | 26
5187,1297036710231736330,1001000000000000000000000010000010110000000010000000000001010,0,18,0,0,4,22,1,0,10,0 | 18 | 0 | 0 | 4 | 22 | 1 | 0 | 10
5188,288230406418071558,10000000000000000000000011100001100000001000000000000000110,0,4,0,0,7,12,4,0,6,0 | 4 | 0 | 0 | 7 | 12 | 4 | 0 | 6
5189,2954361463550443533,10100100000000000000000001100100100101000001110000000000001101,0,41,0,0,25,37,7,0,13,0 | 41 | 0 | 0 | 25 | 37 | 7 | 0 | 13
5190,350488139742111596550,100110000000000000000000000100010000100110100000010000000000000000110,19,0,0,2,33,52,8,0,6,19 | 0 | 0 | 2 | 33 | 52 | 8 | 0 | 6
5191,2666155194881998860,10010100000000000101100000011000011011000000010000000000001100,0,37,0,22,6,27,1,0,12,0 | 37 | 0 | 22 | 6 | 27 | 1 | 0 | 12
5192,6476141489684483,10111000000100000010000110001000000100000000000000011,0,0,23,2,4,49,2,0,3,0 | 0 | 23 | 2 | 4 | 49 | 2 | 0 | 3
5193,79124160102335009,100011001000110110000000100100000000011010000001000100001,0,1,25,27,1,32,13,2,33,0 | 1 | 25 | 27 | 1 | 32 | 13 | 2 | 33
5194,1441209133729644549,1010000000000001101000001001000111111000000010000000000000101,0,20,0,52,18,63,1,0,5,0 | 20 | 0 | 52 | 18 | 63 | 1 | 0 | 5
5195,13246719393817,11000000110000111110000000010000000000011001,0,0,0,12,12,62,1,0,25,0 | 0 | 0 | 12 | 12 | 62 | 1 | 0 | 25
5196,1585294629674352658,1011000000000000110010001000100000010000100110000000000010010,0,22,0,25,17,2,19,0,18,0 | 22 | 0 | 25 | 17 | 2 | 19 | 0 | 18
5197,2449990156359368730,10001000000000000111010001000100001101000000010000000000011010,0,34,0,29,17,13,1,0,26,0 | 34 | 0 | 29 | 17 | 13 | 1 | 0 | 26
5198,3150106149453825,1011001100010000000100111110000010110000000000000001,0,0,11,49,1,62,11,0,1,0 | 0 | 11 | 49 | 1 | 62 | 11 | 0 | 1
5199,2449959353743114244,10001000000000000000010000110101000010000000010000000000000100,0,34,0,1,13,66,1,0,4,0 | 34 | 0 | 1 | 13 | 66 | 1 | 0 | 4
5200,48537794576397,1011000010010100010110000000010000000000001101,0,0,0,44,37,22,1,0,13,0 | 0 | 0 | 44 | 37 | 22 | 1 | 0 | 13
5201,290230533915478028,10000000111000110110010001000000101000000010000100000001100,0,4,7,27,34,5,1,8,12,0 | 4 | 7 | 27 | 34 | 5 | 1 | 8 | 12
5202,258254477586761842691,11100000000000000000001101110001001100000101000001010000000000000011,14,0,0,55,19,5,5,0,3,14 | 0 | 0 | 55 | 19 | 5 | 5 | 0 | 3
5203,1585273824936133139,1011000000000000001100010010100000111000010110000001000010011,0,22,0,6,37,7,11,2,19,0 | 22 | 0 | 6 | 37 | 7 | 11 | 2 | 19
5204,1729418593206075425,1100000000000001000010000110000110100000000010000000000100001,0,24,0,33,12,52,1,0,33,0 | 24 | 0 | 33 | 12 | 52 | 1 | 0 | 33
5205,3098482144386547714,10101100000000000001010001100000000111000011010000000000000010,0,43,0,5,24,7,13,0,2,0 | 43 | 0 | 5 | 24 | 7 | 13 | 0 | 2
5206,2377946808761909256,10000100000000001010100000011000001111000001110000000000001000,0,33,0,42,6,15,7,0,8,0 | 33 | 0 | 42 | 6 | 15 | 7 | 0 | 8
5207,936755350030778907,110100000000000001100000011100011000000010000000001000011011,0,13,0,6,7,24,8,2,27,0 | 13 | 0 | 6 | 7 | 24 | 8 | 2 | 27
5208,37328372522902159373,100000011000001001000001010000100100001111000010010000000000001101,2,6,9,5,9,15,9,0,13,2 | 6 | 9 | 5 | 9 | 15 | 9 | 0 | 13
5209,37902345144681889818,100000111000000000001011100001100000000111000001000000000000011010,2,14,0,46,24,7,4,0,26,2 | 14 | 0 | 46 | 24 | 7 | 4 | 0 | 26
5210,7830295872018,1110001111100100010000000010000001000010010,0,0,0,7,31,34,1,2,18,0 | 0 | 0 | 7 | 31 | 34 | 1 | 2 | 18
5211,51836245573633,1011110010010100010001000000010000000000000001,0,0,0,47,37,17,1,0,1,0 | 0 | 0 | 47 | 37 | 17 | 1 | 0 | 1
5212,364825720159797256,10100010000000111110000111100111111000011010000000000001000,0,5,16,31,15,63,13,0,8,0 | 5 | 16 | 31 | 15 | 63 | 13 | 0 | 8
5213,1080866118954450963,111100000000000000100000001000101110000010010000000000010011,0,15,0,2,2,46,9,0,19,0 | 15 | 0 | 2 | 2 | 46 | 9 | 0 | 19
5214,1459091340984322,101001011110000100100101101000100110000000000000010,0,0,5,47,9,45,19,0,2,0 | 0 | 5 | 47 | 9 | 45 | 19 | 0 | 2
5215,1008820675379068941,111000000000000011010000111100101110000010100000000000001101,0,14,0,13,15,46,10,0,13,0 | 14 | 0 | 13 | 15 | 46 | 10 | 0 | 13
5216,1739526716325901,110001011100001011100100000000000010000000000001101,0,0,6,46,23,32,1,0,13,0 | 0 | 6 | 46 | 23 | 32 | 1 | 0 | 13
5217,1152928205544620054,1000000000000000001100001100000101111000001000000000000010110,0,16,0,6,24,47,4,0,22,0 | 16 | 0 | 6 | 24 | 47 | 4 | 0 | 22
5218,720590268977577995,101000000000000011010000100000100011000000110000000000001011,0,10,0,13,8,35,3,0,11,0 | 10 | 0 | 13 | 8 | 35 | 3 | 0 | 11
5219,288111204958215,1000001100000100100011110000001110000000000000111,0,0,1,6,9,30,7,0,7,0 | 0 | 1 | 6 | 9 | 30 | 7 | 0 | 7
5220,1984726886187030,111000011010001100100111101000001110000000000010110,0,0,7,13,25,61,7,0,22,0 | 0 | 7 | 13 | 25 | 61 | 7 | 0 | 22
5221,8450886133547011,11110000001100000100101000010000001110000000000000011,0,0,30,6,9,66,7,0,3,0 | 0 | 30 | 6 | 9 | 66 | 7 | 0 | 3
5222,110681879566000390154,1100000000000000101000001110000110000101100000001010000000000001010,6,0,5,7,12,44,5,0,10,6 | 0 | 5 | 7 | 12 | 44 | 5 | 0 | 10
5223,55341921114442694664,110000000000000110000000000000101000011110000011000000000000001000,3,0,6,0,10,30,12,0,8,3 | 0 | 6 | 0 | 10 | 30 | 12 | 0 | 8
5224,864731883971149847,110000000000001001010001000100100010000011100000000000010111,0,12,0,37,17,34,14,0,23,0 | 12 | 0 | 37 | 17 | 34 | 14 | 0 | 23
5225,72057745184063516,100000000000000000010001100110001000000110000000000011100,0,1,0,0,35,49,3,0,28,0 | 1 | 0 | 0 | 35 | 49 | 3 | 0 | 28
5226,259624074410644013064,11100001001100000010000000000010000100010010000001010000000000001000,14,19,2,0,33,18,5,0,8,14 | 19 | 2 | 0 | 33 | 18 | 5 | 0 | 8
5227,2017659942244515849,1110000000000001010110000011100000111000001010000000000001001,0,28,0,43,7,7,5,0,9,0 | 28 | 0 | 43 | 7 | 7 | 5 | 0 | 9
5228,2954369202762350593,10100100000000000001110010001100010010000000010000000000000001,0,41,0,7,35,18,1,0,1,0 | 41 | 0 | 7 | 35 | 18 | 1 | 0 | 1
5229,3098527199247007772,10101100000000001011100001001000101110000000010000000000011100,0,43,0,46,18,46,1,0,28,0 | 43 | 0 | 46 | 18 | 46 | 1 | 0 | 28
5230,2017612758522265622,1110000000000000000000001110100110110000001000000000000010110,0,28,0,0,29,54,4,0,22,0 | 28 | 0 | 0 | 29 | 54 | 4 | 0 | 22
5231,221360928927465209906,11000000000000000000000000000000101000000000000011100000000000110010,12,0,0,0,10,0,14,0,50,12 | 0 | 0 | 0 | 10 | 0 | 14 | 0 | 50
5232,6226599361052699,10110000111110000111100100011000100110000000000011011,0,0,22,31,15,35,19,0,27,0 | 0 | 22 | 31 | 15 | 35 | 19 | 0 | 27
5233,3107267306979854,1011000010100000101100001100000011100000001000001110,0,0,11,10,11,12,14,2,14,0 | 0 | 11 | 10 | 11 | 12 | 14 | 2 | 14
5234,3755217219891429421,11010000011101001101100010101001011110000011110000000000101101,0,52,29,54,42,94,15,0,45,0 | 52 | 29 | 54 | 42 | 94 | 15 | 0 | 45
5235,2738194097557799430,10011000000000000001010000011000101111000000010000001000000110,0,38,0,5,6,47,1,2,6,0 | 38 | 0 | 5 | 6 | 47 | 1 | 2 | 6
5236,438831601305452552,11000010111000010110000010000110000000001110000000000001000,0,6,23,11,4,48,7,0,8,0 | 6 | 23 | 11 | 4 | 48 | 7 | 0 | 8
5237,1806838594825551892,1100100010011001011100010000100000011000010110000000000010100,0,25,19,46,33,3,11,0,20,0 | 25 | 19 | 46 | 33 | 3 | 11 | 0 | 20
5238,2522052109755678732,10001100000000001000010000100000001011000000110000000000001100,0,35,0,33,8,11,3,0,12,0 | 35 | 0 | 33 | 8 | 11 | 3 | 0 | 12
5239,72101579335204875,100000000001010000000000100100000000001010000000000001011,0,1,0,40,1,32,5,0,11,0 | 1 | 0 | 40 | 1 | 32 | 5 | 0 | 11
5240,351569001367020109843,100110000111100000000000000000000110100001000000011100000000000010011,19,15,0,0,13,8,14,0,19,19 | 15 | 0 | 0 | 13 | 8 | 14 | 0 | 19
5241,38622877009990189068,100001100000000000000001100000001000000000000100010000000000001100,2,24,0,6,2,0,17,0,12,2 | 24 | 0 | 6 | 2 | 0 | 17 | 0 | 12
5242,7604295785316358,11011000001000001000100010101000011010000000000000110,0,0,27,4,17,21,13,0,6,0 | 0 | 27 | 4 | 17 | 21 | 13 | 0 | 6
5243,4821453850148876,10001001000010001011000110100000010100000000000001100,0,0,17,33,22,52,10,0,12,0 | 0 | 17 | 33 | 22 | 52 | 10 | 0 | 12
5244,576486153596436491,100000000000000101110001101000110011000011000000000000001011,0,8,0,23,26,51,12,0,11,0 | 8 | 0 | 23 | 26 | 51 | 12 | 0 | 11
5245,3026455332496146483,10101000000000001000010001011100001110000001010000000000110011,0,42,0,33,23,14,5,0,51,0 | 42 | 0 | 33 | 23 | 14 | 5 | 0 | 51
5246,2666162943305778693,10010100000000000111010001001000101101000011010000011000000101,0,37,0,29,18,45,13,6,5,0 | 37 | 0 | 29 | 18 | 45 | 13 | 6 | 5
5247,1369096538122551298,1001100000000000000100000110000110010000000110000000000000010,0,19,0,2,12,50,3,0,2,0 | 19 | 0 | 2 | 12 | 50 | 3 | 0 | 2
5248,1015907001563152405,111000011001001110100000100100010001000000010000000000010101,0,14,25,58,9,17,1,0,21,0 | 14 | 25 | 58 | 9 | 17 | 1 | 0 | 21
5249,55348683227487797256,110000000000011110000001100010010101000000000010000000000000001000,3,0,30,6,37,64,8,0,8,3 | 0 | 30 | 6 | 37 | 64 | 8 | 0 | 8
5250,32037201575944,111010010001100111110000001010000000000001000,0,0,0,29,35,62,5,0,8,0 | 0 | 0 | 29 | 35 | 62 | 5 | 0 | 8
5251,372826021273614221361,101000011011000000000000110110000100000001100000000010000000000110001,20,54,0,27,8,12,1,0,49,20 | 54 | 0 | 27 | 8 | 12 | 1 | 0 | 49
5252,3033185503131271191,10101000011000000010100010010100000100000000010000000000010111,0,42,24,10,37,4,1,0,23,0 | 42 | 24 | 10 | 37 | 4 | 1 | 0 | 23
5253,1585312256672202757,1011000000000001010010001100100011101000001010000000000000101,0,22,0,41,25,29,5,0,5,0 | 22 | 0 | 41 | 25 | 29 | 5 | 0 | 5
5254,2954368094476828682,10100100000000000001100010000100000111000010100000000000001010,0,41,0,6,33,7,10,0,10,0 | 41 | 0 | 6 | 33 | 7 | 10 | 0 | 10
5255,2268196175887,100001000000011011000001110000000000001111,0,0,0,2,16,27,7,0,15,0 | 0 | 0 | 2 | 16 | 27 | 7 | 0 | 15
5256,3429398443982853,1100001011110000010100001100000011000000000000000101,0,0,12,47,5,12,12,0,5,0 | 0 | 12 | 47 | 5 | 12 | 12 | 0 | 5
5257,218456472797904903,1100001000000111010000000100101100000000010000000000000111,0,3,8,29,1,44,1,0,7,0 | 3 | 8 | 29 | 1 | 44 | 1 | 0 | 7
5258,2255361343492,100000110100011110000000110000000000000100,0,0,0,2,13,30,3,0,4,0 | 0 | 0 | 2 | 13 | 30 | 3 | 0 | 4
5259,2522072021542699017,10001100000000001100110010010000011110000000010000000000001001,0,35,0,51,36,30,1,0,9,0 | 35 | 0 | 51 | 36 | 30 | 1 | 0 | 9
5260,2300371599687725,1000001011000010110100000000000011010000000000101101,0,0,8,44,45,0,13,0,45,0 | 0 | 8 | 44 | 45 | 0 | 13 | 0 | 45
5261,2594091059743621134,10010000000000000100000001001100100011000010010000000000001110,0,36,0,16,19,35,9,0,14,0 | 36 | 0 | 16 | 19 | 35 | 9 | 0 | 14
5262,576508191308054534,100000000000001010110010010101000001000001010000000000000110,0,8,0,43,37,65,5,0,6,0 | 8 | 0 | 43 | 37 | 65 | 5 | 0 | 6
5263,216203616053428256,1100000000000111000000101100010110000001010000000000100000,0,3,0,28,11,22,5,0,32,0 | 3 | 0 | 28 | 11 | 22 | 5 | 0 | 32
5264,1008820713463939073,111000000000000011010001100000001100000100110000000000000001,0,14,0,13,24,12,19,0,1,0 | 14 | 0 | 13 | 24 | 12 | 19 | 0 | 1
5265,2814797515128835,1010000000000000101100011110000000010000000000000011,0,0,10,0,11,30,1,0,3,0 | 0 | 10 | 0 | 11 | 30 | 1 | 0 | 3
5266,350494369497584041999,100110000000000010110001001000000111100101110000000010000000000001111,19,0,22,36,15,46,1,0,15,19 | 0 | 22 | 36 | 15 | 46 | 1 | 0 | 15
5267,433192347212710428,11000000011000000100010010100000111000010000000001000011100,0,6,3,2,37,7,8,2,28,0 | 6 | 3 | 2 | 37 | 7 | 8 | 2 | 28
5268,3096242796625955,1011000000000000010000110100000010000000000000100011,0,0,11,0,4,52,8,0,35,0 | 0 | 11 | 0 | 4 | 52 | 8 | 0 | 35
